staff,start,end,raw_labels,comment,is_ambiguous,labels,file_name
0,217.0,659/3,{'RA'},,False,"{'SP-PT', 'RA'}",Ravel-SQ-1_ann4_midi_0_217.0_219.67.mid
0,224.0,683/3,{'REF'},,False,{'REF'},Ravel-SQ-1_ann4_midi_0_224.0_227.67_REF.mid
0,232.0,235.5,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_0_232.0_235.5.mid
0,240.0,243.5,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_0_240.0_243.5.mid
0,272.0,827/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_0_272.0_275.67.mid
0,276.0,839/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_0_276.0_279.67.mid
0,284.0,863/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_0_284.0_287.67.mid
0,288.0,875/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_0_288.0_291.67.mid
0,304.0,923/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_0_304.0_307.67.mid
0,308.0,935/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_0_308.0_311.67.mid
0,424.0,1283/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_0_424.0_427.67.mid
0,454.0,1367/3,{'RA'},,False,"{'SP-PT', 'RA'}",Ravel-SQ-1_ann4_midi_0_454.0_455.67.mid
0,458.0,1379/3,{'RA'},,False,"{'SP-PT', 'RA'}",Ravel-SQ-1_ann4_midi_0_458.0_459.67.mid
0,462.0,1391/3,{'RA'},,False,"{'SP-PT', 'RA'}",Ravel-SQ-1_ann4_midi_0_462.0_463.67.mid
0,464.0,1397/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_0_464.0_465.67.mid
0,466.0,1403/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_0_466.0_467.67.mid
0,468.0,1409/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_0_468.0_469.67.mid
0,470.0,1415/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_0_470.0_471.67.mid
1,196.5,599/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_1_196.5_199.67.mid
1,200.0,611/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_1_200.0_203.67.mid
1,204.0,623/3,"{'RA', 'PA'}",,False,"{'RA', 'PA'}",Ravel-SQ-1_ann4_midi_1_204.0_207.67.mid
1,249.0,755/3,{'RA'},,False,"{'SP-PT', 'RA'}",Ravel-SQ-1_ann4_midi_1_249.0_251.67.mid
1,256.0,779/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_1_256.0_259.67.mid
1,264.0,803/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_1_264.0_267.67.mid
1,268.0,815/3,set(),,False,"{'SP-PT', 'SR'}",Ravel-SQ-1_ann4_midi_1_268.0_271.67.mid
1,292.0,887/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_1_292.0_295.67.mid
1,296.0,899/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_1_296.0_299.67.mid
1,316.0,959/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_1_316.0_319.67.mid
1,320.0,971/3,set(),,False,"{'PA-TT', 'SR'}",Ravel-SQ-1_ann4_midi_1_320.0_323.67.mid
