staff,start,end,raw_labels,comment,is_ambiguous,labels,file_name
0,27.5,30.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_27.5_30.0.mid
0,38.5,40.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_38.5_40.0.mid
0,46.5,48.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_46.5_48.0.mid
0,48.5,50.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_48.5_50.0.mid
0,50.5,52.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_50.5_52.0.mid
0,58.5,60.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_58.5_60.0.mid
0,61.5,63.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_61.5_63.0.mid
0,65.5,67.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_65.5_67.0.mid
0,69.5,71.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_69.5_71.0.mid
0,80.5,82.0,set(),,False,"{'PA-TT', 'SR'}",Bach-wtc2f05_ann1_midi_0_80.5_82.0.mid
0,88.5,90.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_88.5_90.0.mid
0,111.5,113.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_111.5_113.0.mid
0,114.5,116.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_114.5_116.0.mid
0,117.5,120.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_117.5_120.0.mid
0,134.5,138.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_134.5_138.0.mid
0,138.5,140.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_138.5_140.0.mid
0,142.5,146.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_142.5_146.0.mid
0,147.5,149.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_147.5_149.0.mid
0,149.5,151.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_149.5_151.0.mid
0,154.5,156.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_154.5_156.0.mid
0,158.5,162.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_158.5_162.0.mid
0,166.5,168.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_166.5_168.0.mid
0,178.5,180.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_178.5_180.0.mid
0,184.5,188.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_0_184.5_188.0.mid
0,194.5,196.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_0_194.5_196.0.mid
1,10.5,12.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_10.5_12.0.mid
1,12.5,14.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_1_12.5_14.0.mid
1,16.5,18.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_16.5_18.0.mid
1,25.5,28.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_25.5_28.0.mid
1,29.5,31.0,set(),,False,"{'PA-TT', 'SR'}",Bach-wtc2f05_ann1_midi_1_29.5_31.0.mid
1,40.5,42.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_40.5_42.0.mid
1,42.5,44.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_42.5_44.0.mid
1,56.5,58.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_56.5_58.0.mid
1,60.5,62.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_60.5_62.0.mid
1,62.5,64.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_62.5_64.0.mid
1,78.5,80.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_1_78.5_80.0.mid
1,82.5,84.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_82.5_84.0.mid
1,90.5,92.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_90.5_92.0.mid
1,92.5,96.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_92.5_96.0.mid
1,96.5,98.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_96.5_98.0.mid
1,112.5,114.0,set(),,False,"{'SP-PT', 'SR'}",Bach-wtc2f05_ann1_midi_1_112.5_114.0.mid
1,115.5,117.0,set(),,False,"{'PA-TT', 'SR'}",Bach-wtc2f05_ann1_midi_1_115.5_117.0.mid
1,119.5,121.0,{'RA'},,False,"{'SP-PT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_119.5_121.0.mid
1,121.5,123.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_121.5_123.0.mid
1,133.5,136.0,{'RA'},,False,"{'PA-TT', 'RA-Off'}",Bach-wtc2f05_ann1_midi_1_133.5_136.0.mid
